idmes,geom,date_sond,year,no_tarif,biomass_ha,type_couv,cl_dens,cl_haut,cl_age,cl_pent,vmb_m3_ha,volm3_ha,st_x,st_y,reseau,geom2,ID_TUILE,name,annee,densite,fuseau,contrat,Area,id_pe,shape,vmb_ha_tab,layer,path,laz_ID_TUI,laz_name,laz_annee,laz_densit,laz_fuseau,laz_contra,laz_Area
770990050204,0101000020DE1900004A17429AB5EBE54056EDE65AC4342641,2015-10-18 00:00:00+00,"2015","8994",57749.619905766856391,R,C,"3","120",C,78.191749999999999,89.216200808173397,44893.675080342756701,727650.177543083904311,BAS1,0101000020DE1900004A17429AB5EBE54056EDE65AC4342641,16_2795602F06,16_2795602f06,"2016",1.000000000000000,f06,600015_26,"1000192",,,,PEP_synchrone_1an,C:/Users/Patawaitte/OneDrive - Université Laval/Desktop/ULaval/These/Placette/PEP_synchrone_1an.shp,16_2795602F06,16_2795602f06,"2016",1.000000000000000,f06,600015_26,"1000192"
770990050104,0101000020DE190000562DE618C8BCE540F5D90F2501332641,2015-10-18 00:00:00+00,"2015","8994",89612.235633099859115,R,C,"3",VIR,D,144.373750000000001,155.235200194321067,44518.253039444491151,727424.572386561543681,BAS1,0101000020DE190000562DE618C8BCE540F5D90F2501332641,16_2785601F06,16_2785601f06,"2016",1.000000000000000,f06,600015_26,"1000191",,,,PEP_synchrone_1an,C:/Users/Patawaitte/OneDrive - Université Laval/Desktop/ULaval/These/Placette/PEP_synchrone_1an.shp,16_2785601F06,16_2785601f06,"2016",1.000000000000000,f06,600015_26,"1000191"
890180350103,0101000020DE190000689560443146E640F2284B4758092341,2015-09-02 00:00:00+00,"2015",074C,122277.486025376434554,R,D,"3",VIR,F,188.015749999999997,205.306420678105894,45617.539596835908014,623788.139245299855247,BAS2,0101000020DE190000689560443146E640F2284B4758092341,16_2785497F06,16_2785497f06,"2016",1.000000000000000,f06,600015_26,"1000183",,,,PEP_synchrone_1an,C:/Users/Patawaitte/OneDrive - Université Laval/Desktop/ULaval/These/Placette/PEP_synchrone_1an.shp,16_2785497F06,16_2785497f06,"2016",1.000000000000000,f06,600015_26,"1000183"
890180200103,0101000020DE190000DD84C89AAEBEE540A891DD9A82882241,2015-09-04 00:00:00+00,"2015",074C,72340.002289971598657,R,B,"3",VIN,E,97.586749999999995,115.022349322322597,44533.456394443033787,607297.302471687085927,BAS2,0101000020DE190000DD84C89AAEBEE540A891DD9A82882241,16_2775481F06,16_2775481f06,"2016",1.000000000000000,f06,600015_26,"1000192",,,,PEP_synchrone_1an,C:/Users/Patawaitte/OneDrive - Université Laval/Desktop/ULaval/These/Placette/PEP_synchrone_1an.shp,16_2775481F06,16_2775481f06,"2016",1.000000000000000,f06,600015_26,"1000192"
890180450203,0101000020DE190000F8944D05B519E3401F093FFC5F8A2341,2015-08-29 00:00:00+00,"2015",074C,87529.198470100047416,R,C,"2",VIN,E,128.076249999999987,145.770156725875125,39117.656897345499601,640303.992668423685245,BAS2,0101000020DE190000F8944D05B519E3401F093FFC5F8A2341,16_2725514F06,16_2725514f06,"2016",1.000000000000000,f06,600015_26,"1000174",,,,PEP_synchrone_1an,C:/Users/Patawaitte/OneDrive - Université Laval/Desktop/ULaval/These/Placette/PEP_synchrone_1an.shp,16_2725514F06,16_2725514f06,"2016",1.000000000000000,f06,600015_26,"1000174"
890180270103,0101000020DE190000C1076DDD2BC7E2407DB225EE5FC12241,2015-11-28 00:00:00+00,"2015",074C,42027.968870698088722,M,C,"3","50",D,52.639000000000003,61.883119905811483,38457.370779528755520,614575.965131357079372,BAS2,0101000020DE190000C1076DDD2BC7E2407DB225EE5FC12241,16_2715488F06,16_2715488f06,"2016",1.000000000000000,f06,600015_26,"1000174",,,,PEP_synchrone_1an,C:/Users/Patawaitte/OneDrive - Université Laval/Desktop/ULaval/These/Placette/PEP_synchrone_1an.shp,16_2715488F06,16_2715488f06,"2016",1.000000000000000,f06,600015_26,"1000174"
890180270203,0101000020DE190000B743B2264CE6E24029B73FFEB0BE2241,2015-11-28 00:00:00+00,"2015",074C,86357.462556153928745,R,C,"3","50",D,118.511499999999998,134.685444818466578,38706.379723675017885,614232.496579860453494,BAS2,0101000020DE190000B743B2264CE6E24029B73FFEB0BE2241,16_2715488F06,16_2715488f06,"2016",1.000000000000000,f06,600015_26,"1000174",,,,PEP_synchrone_1an,C:/Users/Patawaitte/OneDrive - Université Laval/Desktop/ULaval/These/Placette/PEP_synchrone_1an.shp,16_2715488F06,16_2715488f06,"2016",1.000000000000000,f06,600015_26,"1000174"
890180160203,0101000020DE190000C72E227054FAE240FE035418775D2241,2015-09-05 00:00:00+00,"2015",074C,63535.705043410540384,R,A,"3",VIN,D,92.742000000000004,107.385020126362605,38866.638688174592971,601787.547515988117084,BAS2,0101000020DE190000C72E227054FAE240FE035418775D2241,16_2715475F06,16_2715475f06,"2016",1.000000000000000,f06,600015_26,"1000178",,,,PEP_synchrone_1an,C:/Users/Patawaitte/OneDrive - Université Laval/Desktop/ULaval/These/Placette/PEP_synchrone_1an.shp,16_2715475F06,16_2715475f06,"2016",1.000000000000000,f06,600015_26,"1000178"
890180730203,0101000020DE190000EBB94E75D595E14061178D5F39232641,2015-10-20 00:00:00+00,"2015","8990",26875.138553813332692,,,,,C,38.217250000000000,43.856757060231445,36014.670569766160042,725404.686623316374607,BAS2,0101000020DE190000EBB94E75D595E14061178D5F39232641,16_2705600F06,16_2705600f06,"2016",1.000000000000000,f06,600015_26,"1000175",,,,PEP_synchrone_1an,C:/Users/Patawaitte/OneDrive - Université Laval/Desktop/ULaval/These/Placette/PEP_synchrone_1an.shp,16_2705600F06,16_2705600f06,"2016",1.000000000000000,f06,600015_26,"1000175"
890180730103,0101000020DE190000AFCCC87903CAE140CF881C8FB2222641,2015-10-20 00:00:00+00,"2015","8994",57095.842359586029488,R,C,"2","120",C,83.837999999999994,92.239849944610441,36432.108616256497044,725337.279514575260691,BAS2,0101000020DE190000AFCCC87903CAE140CF881C8FB2222641,16_2705599F06,16_2705599f06,"2016",1.000000000000000,f06,600015_26,"1000175",,,,PEP_synchrone_1an,C:/Users/Patawaitte/OneDrive - Université Laval/Desktop/ULaval/These/Placette/PEP_synchrone_1an.shp,16_2705599F06,16_2705599f06,"2016",1.000000000000000,f06,600015_26,"1000175"
890920760103,0101000020DE19000095C26830D562E240F8D4EE07517D2241,2015-11-03 00:00:00+00,"2015",074C,91571.632980521637364,R,A,"3",VIN,D,129.983000000000004,151.664472808680358,37654.662159328501730,605864.515494017861784,SPIM,0101000020DE19000095C26830D562E240F8D4EE07517D2241,16_2705479F06,16_2705479f06,"2016",1.000000000000000,f06,600015_26,"1000181",,,,PEP_synchrone_1an,C:/Users/Patawaitte/OneDrive - Université Laval/Desktop/ULaval/These/Placette/PEP_synchrone_1an.shp,16_2705479F06,16_2705479f06,"2016",1.000000000000000,f06,600015_26,"1000181"
